COMPRAS PM (EDITABLE)							
							
Fecha	OC	Codigo	Descripcion	Proveedor	Costo PM CLP	Regla	Estado OC
12-03-2026	DEMO-02-7901		SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-103	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-104	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-105	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901		SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-107	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-120	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-121	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-122	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-123	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-124	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-87	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-88	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-89	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-90	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-91	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7901	CD-94	SC FILTROS ACEITE SEGUNDARIOS MAN	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $8.847,05 	Prorrateo MAN	OC Aprobada
12-03-2026	DEMO-02-7902	VD-13	SC-02 6160 MANTENCION EXTERNA VD-13	KAUFMANN S A VEHICULOS MOTORIZADOS	 $300.335,77 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7903	VD-84	SC-02-6176 FILTROS STOCK TALLER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $38.549,90 	Preventivo sin equipo	OC Aprobada
12-03-2026	DEMO-02-7904	CD-109	SC-02-6154 FILTROS CD-109	AUTOMOTORA ALAMEDA SPA	 $170.432,99 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7905	EQP-07	SC-02 FILTRO HIDRAULICO EQP-7	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $397.399,98 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7906	MD-104	SC-02-6147 FILTROS MD-104	KAUFMANN S A VEHICULOS MOTORIZADOS	 $397.094,67 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7907	MD-100	SC-02 FILTROS MD-99	KAUFMANN S A VEHICULOS MOTORIZADOS	 $360.959,13 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7908	CD-92	SC-02 KIT FILTROS CD-92	AUTOMOTORA ALAMEDA SPA	 $170.432,99 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7910	EQP-18	SC-02-6184 KIT FILTROS EQP-18	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $319.799,99 	Directo Equipo	OC Aprobada
12-03-2026	DEMO-02-7911	EQP-13	SC-02-6179 FILTROS EQP-16	COM. PUENTES DE MAULE LTDA.	 $559.290,48 	Directo Equipo	OC Aprobada
13-03-2026	DEMO-02-7916	MD-70	SC-02-6173 FILTRO MD-70	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $89.099,98 	Directo Equipo	OC En Aprobación
17-03-2026	DEMO-02-7936		SC-02 FILTROS AIRE EQP-7	COM. PUENTES DE MAULE LTDA.	 $238.478,38 	Directo Equipo	OC Aprobada
17-03-2026	DEMO-02-7935		SC-02 FILTROS MD-100	KAUFMANN S A VEHICULOS MOTORIZADOS	 $360.959,13 	Directo Equipo	OC Cancelada por Solicitante
17-03-2026	DEMO-02-7930	VD-85	SC-02 FILTROS MD-5 CD-140 MD-26	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $38.549,90 	Directo Equipo	OC Aprobada
18-03-2026	DEMO-02-7947	MD-83	SC-02-6185 FILTROS MD-83	HD HYUNDAI INFRACORE CHILE S.A	 $228.128,95 	Directo Equipo	OC Enviada a Proveedor
18-03-2026	DEMO-02-7937	CD-125	SC-02-FILTROS CD-125	KAUFMANN S A VEHICULOS MOTORIZADOS	 $103.590,69 	Directo Equipo	OC En Aprobación
19-03-2026	DEMO-02-7969	ED-74	SC-FILTROS ED-74	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $91.699,98 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7968		SC-02 FILTRO AIRE SEC. MANN	UNIÓN TÉCNICA AUTOMOTRIZ LTDA.	 $85.871,59 		OC Aprobada
19-03-2026	DEMO-02-7967	MD-57	SC-02 FILTRO SEPARADOR MD-57	COM. PUENTES DE MAULE LTDA.	 $68.582,08 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7966	ED-52	SC-02 FILTROS ED-52	COM. PUENTES DE MAULE LTDA.	 $149.298,59 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7965	MD-46	SC-02 FILTROS MD-46	HD HYUNDAI INFRACORE CHILE S.A	 $228.336,01 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7964	CD-115	SC-02 FILTROS CD-115	KAUFMANN S A VEHICULOS MOTORIZADOS	 $121.145,57 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7961	MD-83	SC-02-FILTROS MD-83	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $234.799,89 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7960	VD-97	SC-02 MANTENCION VD-97	KAUFMANN S A VEHICULOS MOTORIZADOS	 $392.089,53 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7959	VD-140	SC-02 MANTENCION VD-140	KAUFMANN S A VEHICULOS MOTORIZADOS	 $440.390,44 	Directo Equipo	OC Aprobada
19-03-2026	DEMO-02-7958	VD-130	SC-02 MANTENCION VD-130	KAUFMANN S A VEHICULOS MOTORIZADOS	 $580.385,61 	Directo Equipo	OC Aprobada
20-03-2026	DEMO-02-7971	MD-49	SC-02 FILTROS MD-49	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $164.899,99 	Directo Equipo	OC Aprobada
23-03-2026	DEMO-02-7978	MD-105	SC-02 FILTROS MD-105	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $110.299,98 	Directo Equipo	OC Aprobada
23-03-2026	DEMO-02-7979	VD-84	SC-02 FILTROS VD-84	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $23.599,96 	Directo Equipo	OC Aprobada
23-03-2026	DEMO-02-7980	MD-76	SC-02 FILTRO DECANTADOPR MD-76	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $14.500,15 	Directo Equipo	OC Aprobada
23-03-2026	DEMO-02-7983	MD-85	SC-02 FILTROS MD-85	FINNING CHILE	 $99.901,69 	Directo Equipo	OC En Proceso
23-03-2026	DEMO-02-7988	CD-68	SC-02 FILTROS CD-68	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $381.399,96 	Directo Equipo	OC Aprobada
23-03-2026	DEMO-02-7992	EQP-16	SC-02-FILTROS EQP-7  EQP-16	COM. PUENTES DE MAULE LTDA.	 $77.369,04 		OC Aprobada
23-03-2026	DEMO-02-7993	CD-138	SC-02 FILTROS CD-138	COM. PUENTES DE MAULE LTDA.	 $305.483,71 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8022	ED-63	SC-02 FILTROS ED-63	COM. PUENTES DE MAULE LTDA.	 126,877.80 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8021	MD-57	SC-02 FILTROS MD-57	HD CONSTRUCTION EQUIPMENT CHILE S.A.	 55,490.89 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8020	VD-128	SC-02 MANTENCION EXTERNA VD-128	KAUFMANN S A VEHICULOS MOTORIZADOS	 831,174.54 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8018	VD-108	SC-02 SENSOR TEMPERATURA VD-108 	JR SOLUCIONES AUTOMOTRICES SPA	 110,000.03 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8020	VD-128	SC-02 MANTENCION EXTERNA VD-128	KAUFMANN S A VEHICULOS MOTORIZADOS	 $831.174,54 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8022	ED-63	SC-02 FILTROS ED-63	COM. PUENTES DE MAULE LTDA.	 $126.877,80 	Directo Equipo	OC Aprobada
24-03-2026	DEMO-02-8021	MD-57	SC-02 FILTROS MD-57	HD HYUNDAI INFRACORE CHILE S.A	 $55.490,89 	Directo Equipo	OC Enviada a Proveedor
25-03-2026	DEMO-02-8027	MD-93	SC-02 FILTROS MD-93	KAUFMANN S A VEHICULOS MOTORIZADOS	 261,044.95 	Directo Equipo	OC Aprobada
25-03-2026	DEMO-02-8026	MD-97	SC-02 FILTROS MD-97 MD-108	SALINAS Y FABRES			OC Aprobada
25-03-2026	DEMO-02-8026	MD-108	SC-02 FILTROS MD-97 MD-108	SALINAS Y FABRES	 640,331.86 		OC Aprobada
25-03-2026	DEMO-02-8025	MD-84	SC-02 FILTROS MD-84 MD-87	SALINAS Y FABRES			OC Aprobada
25-03-2026	DEMO-02-8025	MD-87	SC-02 FILTROS MD-84 MD-87	SALINAS Y FABRES	 124,283.60 		OC Aprobada
30-03-2026	DEMO-02-8063	VD-139	SC-02 SER EXTER MANTEN VD-139	KAUFMANN S A VEHICULOS MOTORIZADOS	 209,386.45 	Directo Equipo	OC Aprobada
30-03-2026	DEMO-02-8032	MD-110	SC-02 FILTROS MD-110	FINNING CHILE	 $775.405,19 	Directo Equipo	OC Aprobada
01-04-2026	DEMO-02-8085	EQP-11	SC-02 FILTROS EQP-11	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 176,399.98 	Directo Equipo	OC Aprobada
01-04-2026	DEMO-02-8083	MD-80	SC-02 FILTROS MD-80	DERCOMAQ SPA.	 332,797.78 	Directo Equipo	OC Aprobada
02-04-2026	DEMO-02-8095		PASTILLAS FRENO TRASERAS MAXUS	KAUFMANN S A VEHICULOS MOTORIZADOS	 211,991.36 		OC Aprobada
02-04-2026	DEMO-02-8090	EQP-18	SC-02 FILTRO EQP-18	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 131,599.72 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8115	MD-53	SC-02FILTROS MD-53	COM. PUENTES DE MAULE LTDA.	 $268.361,66 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-118	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-119	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-120	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-121	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-122	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-123	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-124	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	
06-04-2026	DEMO-02-8113	VD-115	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-116	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8113	VD-117	SC-02 FILTROS MANT. PEUGEOT PARTNER	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.399,97 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8115	MD-53	SC-02FILTROS MD-53	COM. PUENTES DE MAULE LTDA.	 $268.361,66 	Directo Equipo	OC Aprobada
06-04-2026	DEMO-02-8121	MD-36	SC-02 FILTROS MD-36	COM. PUENTES DE MAULE LTDA.	 $634.845,96 	Directo Equipo	OC Aprobada
07-04-2026	DEMO-02-8129	CD-114	SC-02 FILTROS CD-114	COM. PUENTES DE MAULE LTDA.	 $147.899,15 	Directo Equipo	OC Aprobada
07-04-2026	DEMO-02-8131		SC-02 FILTROS ZX 	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $61.199,94 		
07-04-2026	DEMO-02-8136	CD-136	SC-02 FILTROS CD-136	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $54.299,97 	Directo Equipo	OC Aprobada
09-04-2026	DEMO-02-8163	ED-73	SC REGUL FACTURA 116482 ED-73	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $39.400,90 	Directo Equipo	OC Aprobada
10-04-2026	DEMO-02-8172	VD-84	SC-02 REG FACTURA 116465  VD-84 	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $9.799,65 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-88	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-89	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-90	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-91	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-92	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-93	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-94	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-95	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-96	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206	VD-97	SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $24.499,97 	Directo Equipo	OC Aprobada
15-04-2026	DEMO-02-8206		SC-02 FILTROS MAXUS	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $244.999,70 		OC Aprobada
16-04-2026	DEMO-02-8210	CD-108	SC-02 FILTROS CD-108	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $178.599,96 	Directo Equipo	OC Aprobada
16-04-2026	DEMO-02-8210	CD-108	SC-02 FILTROS CD-108	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $178.599,96 	Directo Equipo	
16-04-2026	DEMO-02-8211	CD-107	SC-02 REP ACC CD-107	RICARDO ANTONIO GUTIERREZ VASQUEZ	 $59.500,00 	Directo Equipo	
16-04-2026	DEMO-02-8217	CD-113	SC-02 FILTRO CD-113	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $13.800,43 	Directo Equipo	OC Aprobada
16-04-2026	DEMO-02-8218	CD-137	SC-02 FILTROS CD-137	COM. PUENTES DE MAULE LTDA.	 $223.858,04 	Directo Equipo	OC Aprobada
17-04-2026	DEMO-02-8216	MD-140	SC-02 FILTROS MD-140	KAUFMANN S A VEHICULOS MOTORIZADOS	 $81.611,39 	Directo Equipo	
17-04-2026	DEMO-02-8217	CD-113	SC-02 FILTRO CD-113	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $13.800,43 	Directo Equipo	
17-04-2026	DEMO-02-8218	CD-137	SC-02 FILTROS CD-137	COM. PUENTES DE MAULE LTDA.	 $223.858,04 	Directo Equipo	
17-04-2026	DEMO-02-8221	CD-101	SC-02 FILTROS CD-101	KOMATSU CHILE S A	 $547.085,84 	Directo Equipo	
20-04-2026	DEMO-02-8238	MD-95	SC-02 FILTROS  MD-95	COM. PUENTES DE MAULE LTDA.	 $149.861,46 	Directo Equipo	
20-04-2026	DEMO-02-8237	MD-55	SC FILTROS ROD BOMAG MD-55	KOMATSU CHILE S A	 $549.049,00 	Directo Equipo	
20-04-2026	DEMO-02-8237	MD-66	SC FILTROS ROD BOMAG MD-66	KOMATSU CHILE S A	 $546.049,00 	Directo Equipo	
20-04-2026	DEMO-02-8237	MD-102	SC FILTROS ROD BOMAG MD-102	KOMATSU CHILE S A	 $546.049,00 	Directo Equipo	
21-04-2026	DEMO-02-8249	MD-76	SC-02 FILTROS MD-76	DERCOMAQ SPA	 $456.242,43 	Directo Equipo	
24-04-2026	DEMO-02-8278		SC-02 FILTRO SEC. DE AIRE CD-89/90	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $80.399,97 		
24-04-2026	DEMO-02-8277		SC-02 FILTROS MAXUS 2.0	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $237.999,88 		
27-04-2026	DEMO-02-8292	CD-118	SC-02 FILTROS CD-118	KAUFMANN S A VEHICULOS MOTORIZADOS	 $155.392,58 	Directo Equipo	
27-04-2026	DEMO-02-8293	MD-107	SC-02 FILTROS MD-107	KAUFMANN S A VEHICULOS MOTORIZADOS	 $264.075,28 	Directo Equipo	
28-04-2026	DEMO-02-8303	MD-107	SC-02 FILTROS MD-107	KAUFMANN S A VEHICULOS MOTORIZADOS	 $27.184,36 	Directo Equipo	
30-04-2026	DEMO-02-8327	ED-15	SC-02 FILTRO ED-15	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $51.599,59 	Directo Equipo	
30-04-2026	DEMO-02-8324	MD-51	SC-02 MD-51	COM. PUENTES DE MAULE LTDA.	 $31.972,92 	Directo Equipo	
30-04-2026	DEMO-02-8326	CD-69	SC-02 FILTROS CD-69	SCANIA CHILE S.A.	 $452.020,31 	Directo Equipo	
30-04-2026	DEMO-02-8325	CD-96	SC-02 FILTROS CD-96	COM. PUENTES DE MAULE LTDA.	 $139.897,59 	Directo Equipo	
30-04-2026	DEMO-02-8323	ED-73	SC-02 FILTROS ED-73	COM. PUENTES DE MAULE LTDA.	 $30.984,03 	Directo Equipo	
30-04-2026	DEMO-02-8322	ED-82	SC-02 FILTOS ED-82	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $52.799,99 	Directo Equipo	
04-05-2026	DEMO-02-8338	ED-61	SC-02 FILTRO ED-61	COM. PUENTES DE MAULE LTDA.	 $10.800,44 	Directo Equipo	
04-05-2026	DEMO-02-8337	CD-128	SC-02 FILTROS CD-128	COM. PUENTES DE MAULE LTDA.	 $183.418,27 	Directo Equipo	
04-05-2026	DEMO-02-8335	CD-134	SC-02 FILTROS CD-134	COM. PUENTES DE MAULE LTDA.	 $162.080,38 	Directo Equipo	
04-05-2026	DEMO-02-8334	CD-142	SC-02 FILTROS CD-142	COM. PUENTES DE MAULE LTDA.	 $206.297,21 	Directo Equipo	
04-05-2026	DEMO-02-8339	ED-61	SC-02 FILTRO ED-61	SOCIEDAD COMERCIAL SOCOFIL LIMITADA	 $19.700,00 	Directo Equipo	
04-05-2026	DEMO-02-8340	CD-108	SC-02 FILTROS CD-108	COM. PUENTES DE MAULE LTDA.	 $72.768,50 	Directo Equipo	
05-05-2026	DEMO-02-8350	EQP-17	SC-02 FILTROS EQP-17	COM. PUENTES DE MAULE LTDA.	 $359.014,67 	Directo Equipo	
